token,label
anesthesia,O
after,O
preoperative,O
clonidine,O
.,O
Clonidine,O
is,O
a,O
frequently,O
administered,O
alpha2,O
-,O
adrenergic,O
agonist,O
which,O
can,O
decrease,O
heart,O
rate,O
and,O
blood,O
pressure,O
.,O
We,O
present,O
a,O
case,O
of,O
a,O
5,O
-,O
year,O
-,O
old,O
child,O
with,O
cerebral,B
palsy,I
and,O
seizure,B
disorder,I
",",O
receiving,O
clonidine,O
for,O
restlessness,O
",",O
who,O
presented,O
for,O
placement,O
of,O
a,O
baclofen,O
pump,O
.,O
Without,O
the,O
knowledge,O
of,O
the,O
medical,O
personnel,O
",",O
the,O
patient,O
',O
s,O
mother,O
administered,O
three,O
doses,O
of,O
clonidine,B
during,O
the,O
evening,O
before,O
and,O
morning,O
of,O
surgery,O
to,O
reduce,O
anxiety,O
.,O
During,O
induction,O
of,O
anesthesia,O
",",O
the,O
patient,O
developed,O
bradycardia,B
and,O
hypotension,B
requiring,O
cardiac,O
resuscitation,O
.,O
There,O
are,O
no,O
previous,O
reports,O
of,O
clonidine,B
-,I
associated,I
cardiac,I
arrest,I
in,O
a,O
child,O
undergoing,O
induction,O
of,O
anesthesia,O
.,O
Angiotensin,B
-,O
converting,O
enzyme,O
(,O
ACE,B
),O
inhibitor,O
-,O
associated,O
angioedema,B
of,O
the,O
stomach,B
and,O
small,O
intestine,B
:,O
a,O
case,O
report,O
.,O
This,O
is,O
a,O
case,O
report,O
on,O
a,O
45,O
-,O
year,O
old,O
African,O
-,O
American,O
female,O
with,O
newly,O
diagnosed,O
hypertension,B
",",O
who,O
was,O
started,O
on,O
a,O
combination,O
pill,O
of,O
amlodipine,B
/,O
benazapril,B
10,O
/,O
5,O
mg,O
.,O
The,O
very,O
next,O
day,O
",",O
she,O
presented,O
at,O
the,O
emergency,O
room,O
(,O
ER,O
),O
with,O
abdominal,B
pain,I
",",O
nausea,B
and,I
vomiting,I
.,O
Physical,O
exam,O
",",O
complete,O
metabolic,O
panel,O
",",O
and,O
hemogram,O
were,O
in,O
the,O
normal,O
range,O
.,O
She,O
was,O
discharged,O
from,O
the,O
ER,O
after,O
a,O
few,O
hours,O
of,O
treatment,O
with,O
fluid,O
and,O
analgesics,O
.,O
However,O
",",O
she,O
returned,O
to,O
the,O
ER,O
the,O
next,O
day,O
with,O
the,O
same,O
complaints,O
.,O
This,O
time,O
the,O
physical,O
exam,O
was,O
significant,O
for,O
a,O
distended,O
abdomen,B
with,O
dullness,O
to,O
percussion,O
.,O
CT,O
scan,O
of,O
the,O
abdomen,B
revealed,O
markedly,O
thickened,O
antrum,B
of,I
the,I
stomach,I
",",O
duodenum,B
and,O
jejunum,B
",",O
along,O
with,O
fluid,O
in,O
the,O
abdominal,B
and,I
pelvic,I
cavity,I
.,O
Angiotensin,B
-,I
converting,I
enzyme,I
inhibitor,I
(,O
ACEI,B
),O
-,O
induced,O
angioedema,B
was,O
suspected,O
",",O
and,O
anti,O
-,O
hypertensive,O
medications,O
were,O
discontinued,O
.,O
Her,O
symptoms,O
improved,O
within,O
the,O
next,O
24,O
hours,O
",",O
and,O
repeat,O
CT,O
after,O
72,O
hours,O
revealed,O
marked,O
improvement,O
in,O
stomach,B
and,O
small,O
bowel,B
thickening,I
and,O
resolution,O
of,O
ascites,B
.,O
The,O
recognition,O
of,O
angiotensin,B
-,I
converting,I
enzyme,I
(,O
ACE,B
),O
and,O
angiotensin,B
receptor,I
blocker,I
(,O
ARB,B
),O
intestinal,O
angioedema,B
constitutes,O
a,O
challenge,O
to,O
primary,O
care,O
physicians,O
",",O
internists,O
",",O
emergency,O
room,O
personal,O
and,O
surgeons,O
.,O
Carbamazepine,O
-,O
induced,O
cardiac,B
dysfunction,I
.,O
Characterization,O
of,O
two,O
distinct,O
clinical,O
syndromes,O
.,O
A,O
patient,O
with,O
sinus,B
bradycardia,I
and,O
atrioventricular,B
block,I
",",O
induced,O
by,O
carbamazepine,O
",",O
prompted,O
an,O
extensive,O
literature,O
review,O
of,O
all,O
previously,O
reported,O
cases,O
.,O
From,O
the,O
analysis,O
of,O
these,O
cases,O
",",O
two,O
distinct,O
forms,O
of,O
carbamazepine,O
-,O
associated,O
cardiac,B
dysfunction,I
emerged,O
.,O
One,O
patient,O
group,O
developed,O
sinus,B
tachycardias,I
in,O
the,O
setting,O
of,O
a,O
massive,O
carbamazepine,O
overdose,O
.,O
The,O
second,O
group,O
consisted,O
almost,O
exclusively,O
of,O
elderly,O
women,O
who,O
developed,O
potentially,O
life,O
-,O
threatening,O
bradyarrhythmias,B
or,O
atrioventricular,B
conduction,I
delay,I
",",O
associated,O
with,O
either,O
therapeutic,O
or,O
modestly,O
elevated,O
carbamazepine,O
serum,O
levels,O
.,O
Because,O
carbamazepine,B
is,O
widely,O
used,O
in,O
the,O
treatment,O
of,O
many,O
neurologic,O
and,O
psychiatric,O
conditions,O
",",O
the,O
recognition,O
of,O
the,O
latter,O
syndrome,O
has,O
important,O
implications,O
for,O
the,O
use,O
of,O
this,O
drug,O
in,O
elderly,O
patients,O
.,O
Detection,O
of,O
abnormal,O
cardiac,O
adrenergic,O
neuron,O
activity,O
in,O
adriamycin,B
-,I
induced,I
cardiomyopathy,I
with,O
iodine,O
-,O
125,O
-,O
metaiodobenzylguanidine,O
.,O
Radiolabeled,O
metaiodobenzylguanidine,B
(,O
MIBG,I
),O
",",O
an,O
analog,O
of,O
norepinephrine,B
(,O
NE,I
),O
",",O
serves,O
as,O
an,O
index,O
of,O
adrenergic,O
neuron,O
integrity,O
and,O
function,O
.,O
Using,O
a,O
rat,O
model,O
of,O
adriamycin,B
-,I
induced,I
cardiomyopathy,I
",",O
we,O
tested,O
the,O
hypothesis,O
that,O
abnormal,O
cardiac,O
adrenergic,O
neuron,O
activity,O
may,O
appear,O
and,O
be,O
exacerbated,O
dose,O
-,O
dependently,O
in,O
adriamycin,B
cardiomyopathy,I
.,O
The,O
degree,O
of,O
vacuolar,O
degeneration,B
of,O
myocardial,O
cells,O
was,O
analyzed,O
in,O
relation,O
to,O
the,O
duration,O
of,O
adriamycin,B
treatment,O
(,O
2,O
mg,O
/,O
kg,O
",",O
once,O
a,O
week,O
),O
.,O
There,O
were,O
no,O
abnormalities,O
or,O
only,O
isolated,O
degeneration,O
in,O
the,O
1,O
-,O
or,O
2,O
-,O
wk,O
treatment,O
groups,O
",",O
isolated,O
or,O
scattered,O
degeneration,O
in,O
half,O
of,O
the,O
3,O
-,O
wk,O
group,O
",",O
isolated,O
or,O
scattered,O
degeneration,O
in,O
half,O
of,O
the,O
4,O
-,O
wk,O
group,O
",",O
frequent,O
scattered,O
degeneration,O
in,O
the,O
4,O
-,O
wk,O
group,O
",",O
scattered,O
or,O
focal,O
degeneration,O
in,O
the,O
5,O
-,O
wk,O
group,O
",",O
and,O
extensive,O
degeneration,B
in,O
the,O
8,O
-,O
wk,O
group,O
.,O
Myocardial,B
accumulation,O
of,O
[,O
125I,B
],O
MIBG,B
4,O
hr,O
after,O
intravenous,O
injection,O
did,O
not,O
differ,O
between,O
the,O
controls,O
and,O
the,O
groups,O
treated,O
3,O
wk,O
or,O
less,O
.,O
However,O
",",O
the,O
4,O
-,O
wk,O
group,O
had,O
a,O
slightly,O
lower,O
accumulation,O
in,O
the,O
right,O
ventricular,B
wall,O
(,O
82,O
%,O
of,O
the,O
control,O
),O
and,O
significantly,O
lower,O
accumulation,O
in,O
the,O
left,O
ventricular,B
wall,O
(,O
about,O
66,O
%,O
of,O
the,O
control,O
:,O
p,O
less,O
than,O
0,O
.,O
05,O
),O
.),O
In,O
the,O
5,O
-,O
wk,O
group,O
",",O
MIBG,O
accumulation,O
in,O
the,O
right,O
and,O
left,O
ventricular,O
wall,O
was,O
35,O
%,O
and,O
27,O
%,O
of,O
that,O
in,O
controls,O
",",O
respectively,O
(,O
p,O
less,O
than,O
0,O
.,O
001,O
),O
In,O
the,O
8,O
-,O
wk,O
group,O
",",O
MIBG,O
accumulation,O
in,O
the,O
right,O
and,O
left,O
ventricular,O
wall,O
was,O
18,O
%,O
and,O
14,O
%,O
of,O
that,O
in,O
controls,O
",",O
respectively,O
(,O
p,O
less,O
than,O
0,O
.,O
001,O
),O
.),O
Thus,O
",",O
MIBG,O
accumulation,O
in,O
the,O
myocardium,B
decreased,O
in,O
an,O
adriamycin,B
dose,O
-,O
dependent,O
manner,O
.,O
The,O
appearance,O
of,O
impaired,O
cardiac,O
adrenergic,O
neuron,O
activity,O
in,O
the,O
presence,O
of,O
slight,O
myocardial,B
impairment,O
(,O
scattered,O
or,O
focal,O
vacuolar,O
degeneration,O
),O
indicates,O
that,O
MIBG,O
scintigraphy,O
may,O
be,O
a,O
useful,O
method,O
for,O
detection,O
of,O
adriamycin,B
-,O
induced,O
cardiomyopathy,B
.,O
Syncope,O
and,O
QT,B
prolongation,I
among,O
patients,O
treated,O
with,O
methadone,O
for,O
heroin,O
dependence,O
in,O
the,O
city,O
of,O
Copenhagen,O
.,O
BACKGROUND,O
:,O
Methadone,O
is,O
prescribed,O
to,O
heroin,O
addicts,O
to,O
decrease,O
illicit,O
opioid,O
use,O
.,O
Prolongation,O
of,O
the,O
QT,B
interval,I
in,O
the,O
ECG,O
of,O
patients,O
with,O
torsade,O
de,O
pointes,O
(,O
TdP,B
),O
has,O
been,O
reported,O
in,O
methadone,O
users,O
.,O
As,O
heroin,O
addicts,O
sometimes,O
faint,O
while,O
using,O
illicit,O
drugs,O
",",O
doctors,O
might,O
attribute,O
too,O
many,O
episodes,O
of,O
syncope,B
to,O
illicit,O
drug,O
use,O
and,O
thereby,O
underestimate,O
the,O
incidence,O
of,O
TdP,B
in,O
this,O
special,O
population,O
",",O
and,O
the,O
high,O
mortality,O
in,O
this,O
population,O
may,O
",",O
in,O
part,O
",",O
be,O
caused,O
by,O
the,O
proarrhythmic,O
effect,O
of,O
methadone,B
.,O
METHODS,O
:,O
In,O
this,O
cross,O
-,O
sectional,O
study,O
interview,O
",",O
ECGs,O
and,O
blood,O
samples,O
were,O
collected,O
in,O
a,O
population,O
of,O
adult,O
heroin,B
addicts,O
treated,O
with,O
methadone,B
or,O
buprenorphine,B
on,O
a,O
daily,O
basis,O
.,O
Of,O
the,O
patients,O
at,O
the,O
Drug,B
Addiction,I
Service,I
in,O
the,O
municipal,O
of,O
Copenhagen,O
",",O
450,O
(,O
approximately,O
52,O
%,O
),O
were,O
included,O
.,O
The,O
QT,B
interval,I
was,O
estimated,O
from,O
12,O
lead,O
ECGs,O
.,O
All,O
participants,O
were,O
interviewed,O
about,O
any,O
experience,O
of,O
syncope,B
.,O
The,O
association,O
between,O
opioid,O
dose,O
and,O
QT,B
",",O
and,O
methadone,O
dose,O
and,O
reporting,O
of,O
syncope,B
was,O
assessed,O
using,O
multivariate,O
linear,O
regression,O
and,O
logistic,O
regression,O
",",O
respectively,O
.,O
RESULTS,O
:,O
Methadone,O
dose,O
was,O
associated,O
with,O
longer,O
QT,B
interval,I
of,O
0,O
.,O
140,O
ms,O
/,O
mg,O
(,O
p,O
=,O
0,O
.,O
002,O
).,O
No,O
association,O
between,O
buprenorphine,O
and,O
QTc,B
was,O
found,O
.,O
Among,O
the,O
subjects,O
treated,O
with,O
methadone,O
",",O
28,O
%,O
men,O
and,O
32,O
%,O
women,O
had,O
prolonged,O
QTc,B
interval,I
.,O
None,O
of,O
the,O
subjects,O
treated,O
with,O
buprenorphine,O
had,O
QTc,B
interval,I
>,O
0,O
.,O
440,O
s,O
(,O
(,O
1,O
/,O
2,O
),O
),O
.,O
A,O
50,O
mg,O
higher,O
methadone,O
dose,O
was,O
associated,O
with,O
a,O
1,O
.,O
2,O
(,O
95,O
%,O
CI,O
1,O
.,O
1,O
to,O
1,O
.,O
4,O
),O
times,O
higher,O
odds,O
for,O
syncope,B
.,O
CONCLUSIONS,O
:,O
Methadone,O
is,O
associated,O
with,O
QT,B
prolongation,I
and,O
higher,O
reporting,O
of,O
syncope,B
in,O
a,O
population,O
of,O
heroin,O
addicts,O
.,O
Neuroleptic,O
malignant,B
syndrome,I
induced,O
by,O
ziprasidone,O
on,O
the,O
second,O
day,O
of,O
treatment,O
.,O
Neuroleptic,O
malignant,B
syndrome,I
(,O
NMS,O
),O
is,O
the,O
rarest,O
and,O
most,O
serious,O
of,O
the,O
neuroleptic,O
-,O
induced,O
movement,O
disorders,O
.,O
We,O
describe,O
a,O
case,O
of,O
neuroleptic,B
malignant,I
syndrome,I
(,O
NMS,B
),O
associated,O
with,O
the,O
use,O
of,O
ziprasidone,O
.,O
Although,O
conventional,O
neuroleptics,O
are,O
more,O
frequently,O
associated,O
with,O
NMS,O
",",O
atypical,O
antipsychotic,O
drugs,O
like,O
ziprasidone,O
may,O
also,O
be,O
a,O
cause,O
.,O
The,O
patient,O
is,O
a,O
24,O
-,O
year,O
-,O
old,O
male,O
with,O
a,O
history,O
of,O
schizophrenia,B
who,O
developed,O
signs,O
and,O
symptoms,O
of,O
NMS,B
after,O
2,O
days,O
of,O
treatment,O
with,O
an,O
80,O
-,O
mg,O
/,O
day,O
dose,O
of,O
orally,O
administrated,O
ziprasidone,O
.,O
This,O
case,O
is,O
the,O
earliest,O
(,O
second,O
day,O
of,O
treatment,O
),O
NMS,B
due,O
to,O
ziprasidone,O
reported,O
in,O
the,O
literature,O
.,O
Peripheral,O
iron,B
dextran,I
induced,O
degeneration,O
of,O
dopaminergic,B
neurons,I
in,O
rat,O
substantia,O
nigra,O
.,O
Iron,B
accumulation,O
is,O
considered,O
to,O
be,O
involved,O
in,O
the,O
pathogenesis,O
of,O
Parkinson,B
',I
s,I
disease,I
.,O
To,O
demonstrate,O
the,O
relationship,O
between,O
peripheral,O
iron,B
overload,O
and,O
dopaminergic,B
neuron,I
loss,O
in,O
rat,O
substantia,O
nigra,O
(,O
SN,B
),O
",",O
in,O
the,O
present,O
study,O
we,O
used,O
fast,O
cyclic,O
voltammetry,O
",",O
tyrosine,O
hydroxylase,O
(,O
TH,B
),O
immunohistochemistry,O
",",O
Perls,O
',O
iron,B
staining,O
",",O
and,O
high,O
performance,O
liquid,O
chromatography,O
-,O
electrochemical,O
detection,O
to,O
study,O
the,O
degeneration,O
of,O
dopaminergic,B
neurons,I
and,O
increased,O
iron,B
content,O
in,O
the,O
SN,B
of,O
iron,B
dextran,I
overloaded,O
animals,O
.,O
The,O
findings,O
showed,O
that,O
peripheral,O
iron,B
dextran,I
overload,I
increased,O
the,O
iron,B
staining,I
positive,I
cells,I
and,O
reduced,O
the,O
number,O
of,O
TH,O
-,O
immunoreactive,O
neurons,O
in,O
the,O
SN,O
.,O
As,O
a,O
result,O
",",O
dopamine,B
release,I
and,I
content,I
",",O
as,O
well,O
as,O
its,O
metabolites,B
contents,I
were,O
decreased,O
in,O
caudate,O
putamen,O
.,O
Even,O
more,O
dramatic,O
changes,O
were,O
found,O
in,O
chronic,O
overload,O
group,O
.,O
These,O
results,O
suggest,O
that,O
peripheral,O
iron,B
dextran,O
can,O
increase,O
the,O
iron,O
level,O
in,O
the,O
SN,O
",",O
where,O
excessive,O
iron,B
causes,O
the,O
degeneration,O
of,O
dopaminergic,B
neurons,O
.,O
The,O
chronic,O
iron,B
overload,O
may,O
be,O
more,O
destructive,O
to,O
dopaminergic,B
neurons,O
than,O
the,O
acute,O
iron,B
overload,O
.,O
Attenuated,O
disruption,O
of,O
prepulse,O
inhibition,O
by,O
dopaminergic,B
stimulation,O
after,O
maternal,O
deprivation,O
and,O
adolescent,O
corticosterone,O
treatment,O
in,O
rats,O
.,O
The,O
development,O
of,O
schizophrenia,B
may,O
include,O
an,O
early,O
neurodevelopmental,O
stress,O
component,O
which,O
increases,O
vulnerability,O
to,O
later,O
stressful,O
life,O
events,O
",",O
in,O
combination,O
leading,O
to,O
overt,O
disease,O
.,O
We,O
investigated,O
the,O
effect,O
of,O
an,O
early,O
stress,O
",",O
in,O
the,O
form,O
of,O
maternal,O
deprivation,O
",",O
combined,O
with,O
a,O
later,O
stress,O
",",O
simulated,O
by,O
chronic,O
periadolescent,O
corticosterone,O
treatment,O
",",O
on,O
behaviour,O
in,O
rats,O
.,O
Acute,O
treatment,O
with,O
apomorphine,B
caused,O
disruption,O
of,O
prepulse,B
inhibition,I
(,O
PPI,B
),O
in,O
controls,O
and,O
in,O
rats,O
that,O
had,O
undergone,O
either,O
maternal,B
deprivation,I
or,O
corticosterone,B
treatment,I
",",O
but,O
was,O
surprisingly,O
absent,O
in,O
rats,O
that,O
had,O
undergone,O
the,O
combined,O
early,O
and,O
late,O
stress,O
.,O
Amphetamine,B
treatment,I
significantly,O
disrupted,O
PPI,B
in,O
both,O
non,O
-,O
deprived,O
groups,O
",",O
but,O
was,O
absent,O
in,O
both,O
maternally,B
deprived,I
groups,O
.,O
The,O
serotonin,B
-,O
1A,O
receptor,O
agonist,O
",",O
8,O
-,O
OH,O
-,O
DPAT,O
",",O
induced,O
a,O
significant,O
disruption,O
of,O
PPI,B
in,O
all,O
groups,O
.,O
Amphetamine,B
-,I
induced,I
locomotor,I
hyperactivity,I
was,O
similar,O
in,O
all,O
groups,O
.,O
These,O
results,O
show,O
an,O
inhibitory,O
interaction,O
of,O
early,O
stress,O
",",O
caused,O
by,O
maternal,O
deprivation,O
",",O
combined,O
with,O
',O
adolescent,O
',O
stress,O
",",O
simulated,O
by,O
corticosterone,O
treatment,O
",",O
on,O
dopaminergic,O
regulation,O
of,O
PPI,B
.,O
The,O
altered,O
effects,O
of,O
apomorphine,O
and,O
amphetamine,O
could,O
indicate,O
differential,O
changes,O
in,O
dopamine,B
receptor,I
signalling,O
leading,O
to,O
functional,O
desensitisation,O
",",O
or,O
altered,O
modulation,O
of,O
sensory,O
gating,O
in,O
the,O
nucleus,B
accumbens,I
by,O
limbic,O
structures,O
such,O
as,O
the,O
hippocampus,B
.,O
An,O
extremely,O
rare,O
case,O
of,O
delusional,B
parasitosis,I
in,O
a,O
chronic,B
hepatitis,I
C,I
patient,O
during,O
pegylated,O
interferon,B
alpha,I
-,I
2b,I
and,O
ribavirin,B
treatment,O
.,O
During,O
treatment,O
of,O
chronic,B
hepatitis,I
C,I
patients,O
with,O
interferon,O
and,O
ribavirin,O
",",O
a,O
lot,O
of,O
side,O
effects,O
are,O
described,O
.,O
Twenty,O
-,O
three,O
percent,O
to,O
44,O
%,O
of,O
patients,O
develop,O
depression,B
.,O
A,O
minority,O
of,O
patients,O
evolve,O
to,O
psychosis,B
.,O
To,O
the,O
best,O
of,O
our,O
knowledge,O
",",O
no,O
cases,O
of,O
psychogenic,B
parasitosis,I
occurring,O
during,O
interferon,O
therapy,O
have,O
been,O
described,O
in,O
the,O
literature,O
.,O
We,O
present,O
a,O
49,O
-,O
year,O
-,O
old,O
woman,O
who,O
developed,O
a,O
delusional,B
parasitosis,I
during,O
treatment,O
with,O
pegylated,O
interferon,O
alpha,O
-,O
2b,O
weekly,O
and,O
ribavirin,O
.,O
She,O
complained,O
of,O
seeing,O
parasites,B
and,O
the,O
larvae,O
of,O
fleas,B
in,O
her,O
stools,O
.,O
This,O
could,O
not,O
be,O
confirmed,O
by,O
any,O
technical,O
examination,O
.,O
All,O
the,O
complaints,O
disappeared,O
after,O
stopping,O
pegylated,O
interferon,O
alpha,O
-,O
2b,O
and,O
reappeared,O
after,O
restarting,O
it,O
.,O
She,O
had,O
a,O
complete,O
sustained,O
viral,O
response,O
.,O
Hepatonecrosis,B
and,O
cholangitis,B
related,O
to,O
long,O
-,O
term,O
phenobarbital,O
therapy,O
:,O
an,O
autopsy,O
report,O
of,O
two,O
patients,O
.,O
Phenobarbital,O
(,O
PB,O
),O
has,O
a,O
reputation,O
for,O
safety,O
",",O
and,O
it,O
is,O
commonly,O
believed,O
that,O
PB,O
-,O
related,O
increases,O
in,O
serum,O
aminotransferase,O
levels,O
do,O
not,O
indicate,O
or,O
predict,O
the,O
development,O
of,O
significant,O
chronic,O
liver,O
disease,B
.,O
Here,O
we,O
report,O
of,O
two,O
adult,O
patients,O
with,O
a,O
long,O
history,O
of,O
epilepsy,B
treated,O
with,O
PB,O
who,O
died,O
suddenly,O
:,O
one,O
as,O
consequence,O
of,O
cardiac,B
arrest,I
",",O
the,O
other,O
of,O
acute,B
bronchopneumonia,I
.,O
At,O
autopsy,O
",",O
analysis,O
of,O
liver,O
parenchyma,O
revealed,O
rich,O
portal,O
inflammatory,O
infiltrate,O
",",O
which,O
consisted,O
of,O
mixed,O
eosinophil,O
and,O
monocyte,O
cells,O
",",O
associated,O
with,O
several,O
foci,O
of,O
necrosis,B
surrounded,O
by,O
a,O
hard,O
ring,O
of,O
non,O
-,O
specific,O
granulomatous,O
tissue,O
.,O
Inflammatory,O
reactions,O
of,O
internal,O
and,O
external,O
hepatic,B
biliary,I
ducts,I
were,O
also,O
seen,O
.,O
Our,O
findings,O
illustrate,O
that,O
PB,B
may,O
be,O
associated,O
with,O
chronic,B
liver,I
damage,I
",",O
which,O
may,O
lead,O
to,O
more,O
serious,O
and,O
deleterious,O
consequences,O
.,O
For,O
this,O
reason,O
",",O
each,O
clinician,O
should,O
recognize,O
this,O
entity,O
in,O
the,O
differential,O
diagnosis,O
of,O
PB,B
-,O
related,O
asymptomatic,O
chronic,B
hepatic,I
enzyme,I
dysfunction,I
.,O
Delayed,B
leukoencephalopathy,I
with,O
stroke,O
-,O
like,O
presentation,O
in,O
chemotherapy,O
recipients,O
.,O
BACKGROUND,O
:,O
A,O
transient,O
leukoencephalopathy,B
mimicking,O
cerebrovascular,O
accident,O
has,O
been,O
described,O
as,O
a,O
complication,O
of,O
chemotherapy,O
",",O
most,O
commonly,O
in,O
recipients,O
of,O
intrathecal,O
methotrexate,O
for,O
childhood,O
leukaemia,B
.,O
Recently,O
published,O
neuroimaging,O
data,O
suggest,O
a,O
common,O
pathophysiology,O
associated,O
with,O
a,O
variety,O
of,O
chemotherapy,B
agents,O
and,O
modes,O
of,O
administration,O
.,O
METHODS,O
:,O
We,O
reviewed,O
the,O
medical,O
literature,O
for,O
single,O
reports,O
and,O
case,O
series,O
of,O
patients,O
presenting,O
with,O
stroke,B
-,I
like,I
episodes,I
while,O
receiving,O
systemic,O
or,O
intrathecal,O
chemotherapy,B
.,O
We,O
only,O
included,O
studies,O
providing,O
detailed,O
neuroimaging,O
data,O
.,O
Patients,O
with,O
cerebrovascular,B
accidents,I
were,O
excluded,O
.,O
RESULTS,O
:,O
We,O
identified,O
27,O
reports,O
of,O
toxic,B
leukoencephalopathy,I
in,O
patients,O
treated,O
with,O
methotrexate,B
(,O
intrathecal,O
",",O
systemic,O
),O
",",O
5,O
-,O
fluorouracil,B
and,O
its,O
derivative,O
carmofur,B
",",O
and,O
capecitabine,B
.,O
Diffusion,O
weighted,O
imaging,O
(,O
DWI,O
),O
of,O
all,O
patients,O
revealed,O
well,O
demarcated,O
hyperintense,B
lesions,I
within,O
the,O
subcortical,O
white,O
matter,O
of,O
the,O
cerebral,O
hemispheres,O
and,O
the,O
corpus,O
callosum,O
",",O
corresponding,O
to,O
areas,O
of,O
decreased,O
proton,O
diffusion,O
on,O
apparent,O
diffusion,O
coefficient,O
(,O
ADC,O
),O
maps,O
(,O
available,O
in,O
21,O
/,O
27,O
patients,O
),O
.,O
Lesions,B
exceeded,O
the,O
confines,O
of,O
adjacent,O
vascular,O
territories,O
.,O
Complete,O
resolution,O
of,O
symptoms,O
within,O
1,O
-,O
4,O
days,O
was,O
accompanied,O
by,O
normalisation,O
of,O
ADC,B
abnormalities,O
.,O
However,O
",",O
fluid,O
attenuated,O
inversion,O
recovery,O
(,O
FLAIR,B
),O
sequences,O
frequently,O
revealed,O
persistent,O
white,O
matter,O
abnormalities,O
.,O
CONCLUSIONS,O
:,O
Several,O
pathophysiological,O
models,O
of,O
delayed,O
leukoencephalopathy,B
after,O
exposure,O
to,O
intrathecal,B
or,O
systemic,O
chemotherapy,B
have,O
been,O
proposed,O
.,O
DWI,O
findings,O
in,O
this,O
cohort,O
are,O
indicative,O
of,O
cytotoxic,B
oedema,I
within,O
cerebral,B
white,I
matter,I
and,O
lend,O
support,O
to,O
an,O
at,O
least,O
partially,O
reversible,O
metabolic,B
derangement,I
as,O
the,O
basis,O
for,O
this,O
syndrome,O
.,O
Prenatal,O
exposure,O
to,O
fluoxetine,B
induces,O
fetal,O
pulmonary,B
hypertension,I
in,O
the,O
rat,O
.,O
RATIONALE,O
:,O
Fluoxetine,B
is,O
a,O
selective,O
serotonin,B
reuptake,I
inhibitor,I
antidepressant,I
widely,O
used,O
by,O
pregnant,O
women,O
.,O
Epidemiological,O
data,O
suggest,O
that,O
fluoxetine,B
exposure,O
prenatally,O
increases,O
the,O
prevalence,O
of,O
persistent,B
pulmonary,I
hypertension,I
syndrome,I
of,I
the,I
newborn,I
.,O
The,O
mechanism,O
responsible,O
for,O
this,O
effect,O
is,O
unclear,O
and,O
paradoxical,O
",",O
considering,O
the,O
current,O
evidence,O
of,O
a,O
pulmonary,B
hypertension,I
protective,I
fluoxetine,I
effect,I
in,I
adult,I
rodents,I
.,O
OBJECTIVES,O
:,O
To,O
evaluate,O
the,O
fluoxetine,B
effect,O
on,O
fetal,O
rat,O
pulmonary,O
vascular,O
smooth,O
muscle,O
mechanical,O
properties,O
and,O
cell,O
proliferation,O
rate,O
.,O
METHODS,O
:,O
Pregnant,O
rats,O
were,O
treated,O
with,O
fluoxetine,B
(,O
10,O
mg,O
/,O
kg,O
),O
from,O
Day,O
11,O
through,O
Day,O
21,O
of,O
gestation,O
.,O
MEASUREMENTS,O
AND,O
MAIN,O
RESULTS,O
:,O
Fetuses,O
were,O
delivered,O
by,O
cesarean,O
section,O
.,O
As,O
compared,O
with,O
controls,O
",",O
fluoxetine,O
exposure,O
resulted,O
in,O
fetal,B
pulmonary,I
hypertension,I
as,O
evidenced,O
by,O
an,O
increase,O
in,O
the,O
weight,O
ratio,O
of,O
the,O
right,O
ventricle,O
to,O
the,O
left,O
ventricle,O
plus,O
septum,O
(,O
P,O
=,O
0,O
.,O
02,O
),O
and,O
by,O
an,O
increase,O
in,O
pulmonary,B
arterial,I
medial,I
thickness,I
(,O
P,O
<,O
0,O
.,O
01,O
),O
.,O
Postnatal,O
mortality,O
was,O
increased,O
among,O
experimental,O
animals,O
",",O
and,O
arterial,B
oxygen,I
saturation,I
was,O
96,O
+,O
/,O
-,O
1,O
%,O
in,O
1,O
-,O
day,O
-,O
old,O
control,O
animals,O
and,O
significantly,O
lower,O
(,O
P,O
<,O
0,O
.,O
01,O
),O
in,O
fluoxetine,B
-,O
exposed,O
pups,O
(,O
79,O
+,O
/,O
-,O
2,O
%,O
),O
.,O
In,O
vitro,O
",",O
fluoxetine,B
induced,O
pulmonary,B
arterial,I
muscle,I
contraction,I
in,O
fetal,O
",",O
but,O
not,O
adult,O
",",O
animals,O
(,O
P,O
<,O
0,O
.,O
01,O
),O
and,O
reduced,O
serotonin,B
-,I
induced,I
contraction,I
at,O
both,O
ages,O
(,O
P,O
<,O
0,O
.,O
01,O
),O
.,O
After,O
in,O
utero,O
exposure,O
to,O
a,O
low,O
fluoxetine,B
concentration,O
the,O
pulmonary,B
arterial,I
smooth,I
muscle,I
cell,I
proliferation,I
rate,I
was,O
significantly,O
increased,O
in,O
fetal,O
",",O
but,O
not,O
adult,O
",",O
cells,O
(,O
P,O
<,O
0,O
.,O
01,O
),O
.2,O
CONCLUSIONS,O
:,O
In,O
contrast,O
to,O
the,O
adult,O
",",O
fluoxetine,O
exposure,O
in,O
utero,O
induces,O
pulmonary,B
hypertension,I
in,O
the,O
fetal,O
rat,O
as,O
a,O
result,O
of,O
a,O
developmentally,O
regulated,O
increase,O
in,O
pulmonary,B
vascular,I
smooth,I
muscle,I
proliferation,I
.,O
Disulfiram,O
-,O
induced,O
transient,O
optic,B
and,O
